"County","Year","Race","Infant_Deaths"
"Zapata",2016,"Hispanic",NA
"Zapata",2016,"Black",0
"Zapata",2016,"Other",0
"Zapata",2016,"White",0
"Zavala",2016,"Hispanic",NA
"Zavala",2016,"Black",0
"Zavala",2016,"Other",0
"Zavala",2016,"White",0
"Andrews",2015,"Hispanic",0
"Andrews",2015,"Black",0
"Andrews",2015,"Other",0
"Andrews",2015,"White",NA
"Angelina",2015,"Hispanic",NA
"Angelina",2015,"Black",0
"Angelina",2015,"Other",0
"Angelina",2015,"White",NA
"Aransas",2015,"Hispanic",0
"Aransas",2015,"Black",0
"Aransas",2015,"Other",0
"Aransas",2015,"White",NA
"Archer",2015,"Hispanic",NA
"Archer",2015,"Black",0
"Archer",2015,"Other",0
"Archer",2015,"White",NA
"Armstrong",2015,"Hispanic",0
"Armstrong",2015,"Black",0
"Armstrong",2015,"Other",0
"Armstrong",2015,"White",NA
"Atascosa",2015,"Hispanic",NA
"Atascosa",2015,"Black",0
"Atascosa",2015,"Other",0
"Atascosa",2015,"White",NA
"Bailey",2015,"Hispanic",0
"Bailey",2015,"Black",0
"Bailey",2015,"Other",0
"Bailey",2015,"White",NA
"Bandera",2015,"Hispanic",0
"Bandera",2015,"Black",0
"Bandera",2015,"Other",0
"Bandera",2015,"White",NA
"Bastrop",2015,"Hispanic",NA
"Bastrop",2015,"Black",0
"Bastrop",2015,"Other",0
"Bastrop",2015,"White",0
"Bee",2015,"Hispanic",NA
"Bee",2015,"Black",0
"Bee",2015,"Other",0
"Bee",2015,"White",NA
"Bell",2015,"Hispanic",NA
"Bell",2015,"Black",15
"Bell",2015,"Other",NA
"Bell",2015,"White",18
"Bexar",2015,"Hispanic",117
"Bexar",2015,"Black",22
"Bexar",2015,"Other",NA
"Bexar",2015,"White",35
"Bosque",2015,"Hispanic",NA
"Bosque",2015,"Black",0
"Bosque",2015,"Other",0
"Bosque",2015,"White",NA
"Bowie",2015,"Hispanic",NA
"Bowie",2015,"Black",11
"Bowie",2015,"Other",0
"Bowie",2015,"White",NA
"Brazoria",2015,"Hispanic",NA
"Brazoria",2015,"Black",NA
"Brazoria",2015,"Other",0
"Brazoria",2015,"White",10
"Brazos",2015,"Hispanic",NA
"Brazos",2015,"Black",NA
"Brazos",2015,"Other",0
"Brazos",2015,"White",NA
"Brown",2015,"Hispanic",0
"Brown",2015,"Black",NA
"Brown",2015,"Other",0
"Brown",2015,"White",NA
"Burleson",2015,"Hispanic",0
"Burleson",2015,"Black",NA
"Burleson",2015,"Other",0
"Burleson",2015,"White",NA
"Caldwell",2015,"Hispanic",0
"Caldwell",2015,"Black",0
"Caldwell",2015,"Other",0
"Caldwell",2015,"White",NA
"Calhoun",2015,"Hispanic",0
"Calhoun",2015,"Black",0
"Calhoun",2015,"Other",NA
"Calhoun",2015,"White",NA
"Cameron",2015,"Hispanic",36
"Cameron",2015,"Black",0
"Cameron",2015,"Other",0
"Cameron",2015,"White",0
"Camp",2015,"Hispanic",0
"Camp",2015,"Black",NA
"Camp",2015,"Other",0
"Camp",2015,"White",0
"Carson",2015,"Hispanic",0
"Carson",2015,"Black",0
"Carson",2015,"Other",0
"Carson",2015,"White",NA
"Cass",2015,"Hispanic",0
"Cass",2015,"Black",NA
"Cass",2015,"Other",0
"Cass",2015,"White",NA
"Chambers",2015,"Hispanic",NA
"Chambers",2015,"Black",0
"Chambers",2015,"Other",0
"Chambers",2015,"White",NA
"Cherokee",2015,"Hispanic",NA
"Cherokee",2015,"Black",0
"Cherokee",2015,"Other",0
"Cherokee",2015,"White",NA
"Childress",2015,"Hispanic",0
"Childress",2015,"Black",0
"Childress",2015,"Other",0
"Childress",2015,"White",NA
"Collin",2015,"Hispanic",NA
"Collin",2015,"Black",NA
"Collin",2015,"Other",NA
"Collin",2015,"White",24
"Colorado",2015,"Hispanic",0
"Colorado",2015,"Black",NA
"Colorado",2015,"Other",0
"Colorado",2015,"White",NA
"Comal",2015,"Hispanic",NA
"Comal",2015,"Black",NA
"Comal",2015,"Other",0
"Comal",2015,"White",10
"Comanche",2015,"Hispanic",NA
"Comanche",2015,"Black",0
"Comanche",2015,"Other",0
"Comanche",2015,"White",0
"Cooke",2015,"Hispanic",0
"Cooke",2015,"Black",0
"Cooke",2015,"Other",0
"Cooke",2015,"White",NA
"Coryell",2015,"Hispanic",0
"Coryell",2015,"Black",NA
"Coryell",2015,"Other",NA
"Coryell",2015,"White",NA
"Crane",2015,"Hispanic",0
"Crane",2015,"Black",0
"Crane",2015,"Other",0
"Crane",2015,"White",NA
"Dallam",2015,"Hispanic",0
"Dallam",2015,"Black",0
"Dallam",2015,"Other",0
"Dallam",2015,"White",NA
"Dallas",2015,"Hispanic",118
"Dallas",2015,"Black",118
"Dallas",2015,"Other",10
"Dallas",2015,"White",27
"Deaf Smith",2015,"Hispanic",NA
"Deaf Smith",2015,"Black",0
"Deaf Smith",2015,"Other",0
"Deaf Smith",2015,"White",0
"Delta",2015,"Hispanic",0
"Delta",2015,"Black",0
"Delta",2015,"Other",0
"Delta",2015,"White",NA
"Denton",2015,"Hispanic",NA
"Denton",2015,"Black",NA
"Denton",2015,"Other",0
"Denton",2015,"White",21
"Dewitt",2015,"Hispanic",NA
"Dewitt",2015,"Black",NA
"Dewitt",2015,"Other",0
"Dewitt",2015,"White",0
"Dimmit",2015,"Hispanic",NA
"Dimmit",2015,"Black",0
"Dimmit",2015,"Other",0
"Dimmit",2015,"White",0
"Donley",2015,"Hispanic",NA
"Donley",2015,"Black",0
"Donley",2015,"Other",0
"Donley",2015,"White",0
"Duval",2015,"Hispanic",NA
"Duval",2015,"Black",0
"Duval",2015,"Other",0
"Duval",2015,"White",0
"Eastland",2015,"Hispanic",0
"Eastland",2015,"Black",NA
"Eastland",2015,"Other",0
"Eastland",2015,"White",NA
"Ector",2015,"Hispanic",11
"Ector",2015,"Black",0
"Ector",2015,"Other",0
"Ector",2015,"White",NA
"Edwards",2015,"Hispanic",NA
"Edwards",2015,"Black",0
"Edwards",2015,"Other",0
"Edwards",2015,"White",0
"El Paso",2015,"Hispanic",47
"El Paso",2015,"Black",NA
"El Paso",2015,"Other",NA
"El Paso",2015,"White",NA
"Ellis",2015,"Hispanic",NA
"Ellis",2015,"Black",NA
"Ellis",2015,"Other",0
"Ellis",2015,"White",NA
"Erath",2015,"Hispanic",NA
"Erath",2015,"Black",0
"Erath",2015,"Other",0
"Erath",2015,"White",NA
"Falls",2015,"Hispanic",0
"Falls",2015,"Black",NA
"Falls",2015,"Other",0
"Falls",2015,"White",0
"Fayette",2015,"Hispanic",0
"Fayette",2015,"Black",NA
"Fayette",2015,"Other",0
"Fayette",2015,"White",0
"Fort Bend",2015,"Hispanic",12
"Fort Bend",2015,"Black",14
"Fort Bend",2015,"Other",NA
"Fort Bend",2015,"White",15
"Frio",2015,"Hispanic",NA
"Frio",2015,"Black",0
"Frio",2015,"Other",0
"Frio",2015,"White",0
"Gaines",2015,"Hispanic",0
"Gaines",2015,"Black",0
"Gaines",2015,"Other",0
"Gaines",2015,"White",NA
"Galveston",2015,"Hispanic",NA
"Galveston",2015,"Black",NA
"Galveston",2015,"Other",0
"Galveston",2015,"White",13
"Garza",2015,"Hispanic",NA
"Garza",2015,"Black",0
"Garza",2015,"Other",0
"Garza",2015,"White",0
"Gonzales",2015,"Hispanic",NA
"Gonzales",2015,"Black",0
"Gonzales",2015,"Other",0
"Gonzales",2015,"White",NA
"Grayson",2015,"Hispanic",0
"Grayson",2015,"Black",NA
"Grayson",2015,"Other",0
"Grayson",2015,"White",NA
"Gregg",2015,"Hispanic",NA
"Gregg",2015,"Black",NA
"Gregg",2015,"Other",0
"Gregg",2015,"White",NA
"Grimes",2015,"Hispanic",0
"Grimes",2015,"Black",0
"Grimes",2015,"Other",0
"Grimes",2015,"White",NA
"Guadalupe",2015,"Hispanic",NA
"Guadalupe",2015,"Black",NA
"Guadalupe",2015,"Other",0
"Guadalupe",2015,"White",NA
"Hale",2015,"Hispanic",NA
"Hale",2015,"Black",NA
"Hale",2015,"Other",0
"Hale",2015,"White",NA
"Hamilton",2015,"Hispanic",0
"Hamilton",2015,"Black",0
"Hamilton",2015,"Other",0
"Hamilton",2015,"White",NA
"Hardin",2015,"Hispanic",0
"Hardin",2015,"Black",0
"Hardin",2015,"Other",0
"Hardin",2015,"White",NA
"Harris",2015,"Hispanic",173
"Harris",2015,"Black",139
"Harris",2015,"Other",29
"Harris",2015,"White",82
"Harrison",2015,"Hispanic",0
"Harrison",2015,"Black",NA
"Harrison",2015,"Other",0
"Harrison",2015,"White",NA
"Hays",2015,"Hispanic",NA
"Hays",2015,"Black",0
"Hays",2015,"Other",0
"Hays",2015,"White",NA
"Hemphill",2015,"Hispanic",0
"Hemphill",2015,"Black",0
"Hemphill",2015,"Other",0
"Hemphill",2015,"White",NA
"Henderson",2015,"Hispanic",NA
"Henderson",2015,"Black",NA
"Henderson",2015,"Other",NA
"Henderson",2015,"White",NA
"Hidalgo",2015,"Hispanic",72
"Hidalgo",2015,"Black",0
"Hidalgo",2015,"Other",NA
"Hidalgo",2015,"White",NA
"Hill",2015,"Hispanic",0
"Hill",2015,"Black",0
"Hill",2015,"Other",NA
"Hill",2015,"White",NA
"Hockley",2015,"Hispanic",NA
"Hockley",2015,"Black",0
"Hockley",2015,"Other",0
"Hockley",2015,"White",0
"Hood",2015,"Hispanic",NA
"Hood",2015,"Black",0
"Hood",2015,"Other",NA
"Hood",2015,"White",NA
"Hopkins",2015,"Hispanic",0
"Hopkins",2015,"Black",NA
"Hopkins",2015,"Other",0
"Hopkins",2015,"White",0
"Howard",2015,"Hispanic",NA
"Howard",2015,"Black",0
"Howard",2015,"Other",0
"Howard",2015,"White",0
"Hunt",2015,"Hispanic",NA
"Hunt",2015,"Black",NA
"Hunt",2015,"Other",0
"Hunt",2015,"White",NA
"Jasper",2015,"Hispanic",0
"Jasper",2015,"Black",NA
"Jasper",2015,"Other",0
"Jasper",2015,"White",0
"Jefferson",2015,"Hispanic",NA
"Jefferson",2015,"Black",13
"Jefferson",2015,"Other",0
"Jefferson",2015,"White",NA
"Jim Wells",2015,"Hispanic",NA
"Jim Wells",2015,"Black",0
"Jim Wells",2015,"Other",0
"Jim Wells",2015,"White",0
"Johnson",2015,"Hispanic",NA
"Johnson",2015,"Black",NA
"Johnson",2015,"Other",0
"Johnson",2015,"White",NA
"Jones",2015,"Hispanic",NA
"Jones",2015,"Black",0
"Jones",2015,"Other",0
"Jones",2015,"White",NA
"Kaufman",2015,"Hispanic",NA
"Kaufman",2015,"Black",NA
"Kaufman",2015,"Other",NA
"Kaufman",2015,"White",NA
"Kendall",2015,"Hispanic",NA
"Kendall",2015,"Black",0
"Kendall",2015,"Other",0
"Kendall",2015,"White",NA
"Kerr",2015,"Hispanic",NA
"Kerr",2015,"Black",0
"Kerr",2015,"Other",0
"Kerr",2015,"White",NA
"Kleberg",2015,"Hispanic",NA
"Kleberg",2015,"Black",0
"Kleberg",2015,"Other",0
"Kleberg",2015,"White",NA
"Lamar",2015,"Hispanic",0
"Lamar",2015,"Black",NA
"Lamar",2015,"Other",0
"Lamar",2015,"White",NA
"Lampasas",2015,"Hispanic",0
"Lampasas",2015,"Black",0
"Lampasas",2015,"Other",0
"Lampasas",2015,"White",NA
"Lavaca",2015,"Hispanic",NA
"Lavaca",2015,"Black",0
"Lavaca",2015,"Other",0
"Lavaca",2015,"White",0
"Lee",2015,"Hispanic",NA
"Lee",2015,"Black",0
"Lee",2015,"Other",0
"Lee",2015,"White",NA
"Leon",2015,"Hispanic",0
"Leon",2015,"Black",0
"Leon",2015,"Other",0
"Leon",2015,"White",NA
"Liberty",2015,"Hispanic",NA
"Liberty",2015,"Black",0
"Liberty",2015,"Other",0
"Liberty",2015,"White",NA
"Limestone",2015,"Hispanic",0
"Limestone",2015,"Black",0
"Limestone",2015,"Other",0
"Limestone",2015,"White",NA
"Lubbock",2015,"Hispanic",NA
"Lubbock",2015,"Black",NA
"Lubbock",2015,"Other",0
"Lubbock",2015,"White",NA
"Madison",2015,"Hispanic",0
"Madison",2015,"Black",0
"Madison",2015,"Other",0
"Madison",2015,"White",NA
"Martin",2015,"Hispanic",NA
"Martin",2015,"Black",0
"Martin",2015,"Other",0
"Martin",2015,"White",0
"Matagorda",2015,"Hispanic",NA
"Matagorda",2015,"Black",0
"Matagorda",2015,"Other",0
"Matagorda",2015,"White",0
"Maverick",2015,"Hispanic",NA
"Maverick",2015,"Black",0
"Maverick",2015,"Other",0
"Maverick",2015,"White",0
"Mcculloch",2015,"Hispanic",NA
"Mcculloch",2015,"Black",0
"Mcculloch",2015,"Other",0
"Mcculloch",2015,"White",0
"Mclennan",2015,"Hispanic",NA
"Mclennan",2015,"Black",NA
"Mclennan",2015,"Other",NA
"Mclennan",2015,"White",13
"Medina",2015,"Hispanic",NA
"Medina",2015,"Black",0
"Medina",2015,"Other",0
"Medina",2015,"White",0
"Midland",2015,"Hispanic",11
"Midland",2015,"Black",NA
"Midland",2015,"Other",0
"Midland",2015,"White",NA
"Milam",2015,"Hispanic",NA
"Milam",2015,"Black",NA
"Milam",2015,"Other",0
"Milam",2015,"White",NA
"Mitchell",2015,"Hispanic",0
"Mitchell",2015,"Black",0
"Mitchell",2015,"Other",0
"Mitchell",2015,"White",NA
"Montague",2015,"Hispanic",NA
"Montague",2015,"Black",0
"Montague",2015,"Other",0
"Montague",2015,"White",NA
"Montgomery",2015,"Hispanic",NA
"Montgomery",2015,"Black",NA
"Montgomery",2015,"Other",NA
"Montgomery",2015,"White",19
"Moore",2015,"Hispanic",NA
"Moore",2015,"Black",0
"Moore",2015,"Other",NA
"Moore",2015,"White",0
"Morris",2015,"Hispanic",0
"Morris",2015,"Black",0
"Morris",2015,"Other",0
"Morris",2015,"White",NA
"Nacogdoches",2015,"Hispanic",NA
"Nacogdoches",2015,"Black",0
"Nacogdoches",2015,"Other",0
"Nacogdoches",2015,"White",NA
"Navarro",2015,"Hispanic",NA
"Navarro",2015,"Black",NA
"Navarro",2015,"Other",NA
"Navarro",2015,"White",NA
"Newton",2015,"Hispanic",0
"Newton",2015,"Black",0
"Newton",2015,"Other",0
"Newton",2015,"White",NA
"Nueces",2015,"Hispanic",23
"Nueces",2015,"Black",NA
"Nueces",2015,"Other",NA
"Nueces",2015,"White",NA
"Orange",2015,"Hispanic",0
"Orange",2015,"Black",NA
"Orange",2015,"Other",0
"Orange",2015,"White",NA
"Palo Pinto",2015,"Hispanic",NA
"Palo Pinto",2015,"Black",0
"Palo Pinto",2015,"Other",0
"Palo Pinto",2015,"White",0
"Panola",2015,"Hispanic",0
"Panola",2015,"Black",NA
"Panola",2015,"Other",0
"Panola",2015,"White",NA
"Parker",2015,"Hispanic",0
"Parker",2015,"Black",0
"Parker",2015,"Other",NA
"Parker",2015,"White",NA
"Parmer",2015,"Hispanic",NA
"Parmer",2015,"Black",0
"Parmer",2015,"Other",0
"Parmer",2015,"White",0
"Pecos",2015,"Hispanic",NA
"Pecos",2015,"Black",0
"Pecos",2015,"Other",0
"Pecos",2015,"White",0
"Polk",2015,"Hispanic",0
"Polk",2015,"Black",0
"Polk",2015,"Other",0
"Polk",2015,"White",NA
"Potter",2015,"Hispanic",NA
"Potter",2015,"Black",NA
"Potter",2015,"Other",0
"Potter",2015,"White",NA
"Rains",2015,"Hispanic",0
"Rains",2015,"Black",0
"Rains",2015,"Other",0
"Rains",2015,"White",NA
"Randall",2015,"Hispanic",NA
"Randall",2015,"Black",0
"Randall",2015,"Other",0
"Randall",2015,"White",NA
"Reagan",2015,"Hispanic",NA
"Reagan",2015,"Black",0
"Reagan",2015,"Other",0
"Reagan",2015,"White",0
"Red River",2015,"Hispanic",NA
"Red River",2015,"Black",0
"Red River",2015,"Other",0
"Red River",2015,"White",NA
"Reeves",2015,"Hispanic",NA
"Reeves",2015,"Black",0
"Reeves",2015,"Other",0
"Reeves",2015,"White",0
"Robertson",2015,"Hispanic",0
"Robertson",2015,"Black",0
"Robertson",2015,"Other",0
"Robertson",2015,"White",NA
"Rockwall",2015,"Hispanic",0
"Rockwall",2015,"Black",0
"Rockwall",2015,"Other",0
"Rockwall",2015,"White",NA
"Runnels",2015,"Hispanic",0
"Runnels",2015,"Black",0
"Runnels",2015,"Other",0
"Runnels",2015,"White",NA
"Rusk",2015,"Hispanic",0
"Rusk",2015,"Black",NA
"Rusk",2015,"Other",0
"Rusk",2015,"White",NA
"Sabine",2015,"Hispanic",0
"Sabine",2015,"Black",0
"Sabine",2015,"Other",0
"Sabine",2015,"White",NA
"San Jacinto",2015,"Hispanic",0
"San Jacinto",2015,"Black",0
"San Jacinto",2015,"Other",0
"San Jacinto",2015,"White",NA
"San Patricio",2015,"Hispanic",NA
"San Patricio",2015,"Black",0
"San Patricio",2015,"Other",0
"San Patricio",2015,"White",NA
"Scurry",2015,"Hispanic",NA
"Scurry",2015,"Black",0
"Scurry",2015,"Other",0
"Scurry",2015,"White",0
"Shelby",2015,"Hispanic",0
"Shelby",2015,"Black",NA
"Shelby",2015,"Other",0
"Shelby",2015,"White",NA
"Smith",2015,"Hispanic",NA
"Smith",2015,"Black",NA
"Smith",2015,"Other",0
"Smith",2015,"White",15
"Somervell",2015,"Hispanic",0
"Somervell",2015,"Black",0
"Somervell",2015,"Other",0
"Somervell",2015,"White",NA
"Starr",2015,"Hispanic",NA
"Starr",2015,"Black",0
"Starr",2015,"Other",0
"Starr",2015,"White",0
"Stephens",2015,"Hispanic",NA
"Stephens",2015,"Black",0
"Stephens",2015,"Other",0
"Stephens",2015,"White",NA
"Swisher",2015,"Hispanic",NA
"Swisher",2015,"Black",0
"Swisher",2015,"Other",0
"Swisher",2015,"White",0
"Tarrant",2015,"Hispanic",67
"Tarrant",2015,"Black",47
"Tarrant",2015,"Other",13
"Tarrant",2015,"White",48
"Taylor",2015,"Hispanic",NA
"Taylor",2015,"Black",NA
"Taylor",2015,"Other",NA
"Taylor",2015,"White",NA
"Titus",2015,"Hispanic",NA
"Titus",2015,"Black",NA
"Titus",2015,"Other",0
"Titus",2015,"White",0
"Tom Green",2015,"Hispanic",NA
"Tom Green",2015,"Black",0
"Tom Green",2015,"Other",0
"Tom Green",2015,"White",NA
"Travis",2015,"Hispanic",21
"Travis",2015,"Black",16
"Travis",2015,"Other",NA
"Travis",2015,"White",24
"Tyler",2015,"Hispanic",0
"Tyler",2015,"Black",0
"Tyler",2015,"Other",0
"Tyler",2015,"White",NA
"Upshur",2015,"Hispanic",NA
"Upshur",2015,"Black",0
"Upshur",2015,"Other",0
"Upshur",2015,"White",NA
"Upton",2015,"Hispanic",NA
"Upton",2015,"Black",0
"Upton",2015,"Other",0
"Upton",2015,"White",0
"Uvalde",2015,"Hispanic",NA
"Uvalde",2015,"Black",0
"Uvalde",2015,"Other",0
"Uvalde",2015,"White",0
"Val Verde",2015,"Hispanic",NA
"Val Verde",2015,"Black",0
"Val Verde",2015,"Other",0
"Val Verde",2015,"White",0
"Van Zandt",2015,"Hispanic",NA
"Van Zandt",2015,"Black",0
"Van Zandt",2015,"Other",0
"Van Zandt",2015,"White",NA
"Victoria",2015,"Hispanic",NA
"Victoria",2015,"Black",0
"Victoria",2015,"Other",0
"Victoria",2015,"White",NA
"Walker",2015,"Hispanic",NA
"Walker",2015,"Black",0
"Walker",2015,"Other",0
"Walker",2015,"White",NA
"Waller",2015,"Hispanic",NA
"Waller",2015,"Black",NA
"Waller",2015,"Other",0
"Waller",2015,"White",NA
"Ward",2015,"Hispanic",0
"Ward",2015,"Black",0
"Ward",2015,"Other",0
"Ward",2015,"White",NA
"Webb",2015,"Hispanic",25
"Webb",2015,"Black",0
"Webb",2015,"Other",0
"Webb",2015,"White",0
"Wharton",2015,"Hispanic",NA
"Wharton",2015,"Black",NA
"Wharton",2015,"Other",0
"Wharton",2015,"White",0
"Wheeler",2015,"Hispanic",NA
"Wheeler",2015,"Black",0
"Wheeler",2015,"Other",0
"Wheeler",2015,"White",0
"Wichita",2015,"Hispanic",NA
"Wichita",2015,"Black",NA
"Wichita",2015,"Other",0
"Wichita",2015,"White",NA
"Wilbarger",2015,"Hispanic",NA
"Wilbarger",2015,"Black",0
"Wilbarger",2015,"Other",0
"Wilbarger",2015,"White",0
"Willacy",2015,"Hispanic",NA
"Willacy",2015,"Black",0
"Willacy",2015,"Other",0
"Willacy",2015,"White",0
"Williamson",2015,"Hispanic",NA
"Williamson",2015,"Black",NA
"Williamson",2015,"Other",NA
"Williamson",2015,"White",17
"Wilson",2015,"Hispanic",NA
"Wilson",2015,"Black",0
"Wilson",2015,"Other",0
"Wilson",2015,"White",NA
"Wise",2015,"Hispanic",NA
"Wise",2015,"Black",0
"Wise",2015,"Other",0
"Wise",2015,"White",NA
"Wood",2015,"Hispanic",NA
"Wood",2015,"Black",0
"Wood",2015,"Other",0
"Wood",2015,"White",NA
"Young",2015,"Hispanic",0
"Young",2015,"Black",0
"Young",2015,"Other",0
"Young",2015,"White",NA
