"","County Code","Population","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income"
"Parmer County, Texas","369",9874,0.647255418270205,0.108986811164503,0.4013,0.225453961112004,0.0377631367507633,0.135625903904869,0.0297284268037924,0.0078740157480315,0.00690985055439499,0.0558007566204288,0.0222359481161211,62885
"Pecos County, Texas","371",15202,0.694053414024471,0.218926663052738,0.4983,0.29043392504931,0.0863905325443787,0.0707100591715976,0.0225838264299803,0.018836291913215,0.00266272189349112,0.132932932932933,0.0131708923279552,55652
"Polk County, Texas","373",49372,0.155229684841611,0.158918189142695,0.4437,0.278026905829596,0.0961322869955157,0.0916199551569507,0.0310257847533632,0.00490470852017937,0.00308295964125561,0.162966878083157,0.0945898778359511,52826
"Potter County, Texas","375",119043,0.393992086892971,0.204500490152393,0.4873,0.235337699278957,0.0791956075940994,0.111172851756301,0.0329165839783026,0.00906264470463716,0.00510683336640868,0.139735053244554,0.035827918008446,45096
"Presidio County, Texas","377",6328,0.800410872313527,0.338921398070536,0.5744,0.0909765142150804,0.03831891223733,0.118170580964153,0.0491965389369592,0.0103831891223733,0,0.347152619589977,0.0783905653832813,26395
"Rains County, Texas","379",12013,0.0949804378589861,0.116171783257843,0.4785,0.299283154121864,0.0653001792114695,0.124551971326165,0.0570116487455197,0.00515232974910394,0.00168010752688172,0.126935659760087,0.0386781825009388,55758
"Randall County, Texas","381",139176,0.232971201931367,0.0974891165735896,0.4377,0.186194813533131,0.049916751003885,0.217165616532271,0.0744888076349667,0.0149521726355653,0.0156159881601428,0.0628120411160059,0.0315643099188616,70544
"Reagan County, Texas","383",3363,0.693725840023788,0.0817855002995806,0.3694,0.383298755186722,0.0497925311203319,0.0840248962655602,0.0482365145228216,0.00518672199170124,0,0.0860617399438728,0.0635978195033313,62829
"Real County, Texas","385",2852,0.231065918653576,0.260983852797597,0.497,0.291267036850076,0.0888440181726401,0.109540636042403,0.04442200908632,0,0.0060575466935891,0.136618141097424,0.0141304347826087,44083
"Red River County, Texas","387",11685,0.0759092854086436,0.214018935116824,0.4468,0.345621583905105,0.06744970345389,0.100476799627864,0.0387254331899058,0.00325619258053262,0.00488428887079893,0.130037028969723,0.0430491390172197,40674
"Reeves County, Texas","389",14584,0.750548546352167,0.174457367212386,0.4462,0.302409390444811,0.0813426688632619,0.0693986820428336,0.0234761120263591,0.00154448105436573,0.00102965403624382,0.152334152334152,0.0652173913043478,53548
"Refugio County, Texas","391",6822,0.512459689240692,0.15545903849034,0.4368,0.34984126984127,0.0556613756613757,0.0725925925925926,0.0275132275132275,0.00275132275132275,0.00105820105820106,0.141617176793056,0.0559886605244507,50745
"Roberts County, Texas","393",724,0.138121546961326,0.11830985915493,0.4117,0.3125,0.025,0.153571428571429,0.0660714285714286,0,0.0392857142857143,0,0,62717
"Robertson County, Texas","395",16839,0.217768276025892,0.157768302204072,0.4634,0.331122938661548,0.0520896954890498,0.117354506587558,0.0498211325364279,0.00715469854288456,0.00392635895646104,0.168145800316957,0.0944257891202149,55709
"Rockwall County, Texas","397",105227,0.188288176988796,0.0392297606400796,0.4144,0.15078474519462,0.0287667040701826,0.279418836799231,0.111481907870768,0.0244823013363256,0.0223838183646406,0.0380196248357608,0.0361292632709695,111595
"Runnels County, Texas","399",9887,0.351269343582482,0.131408920383493,0.4359,0.310577204805157,0.0445355991796074,0.129797831819514,0.0398476413712277,0.00483445648989159,0.0017579841781424,0.106780565936999,0.0197152245345016,52103
"Rusk County, Texas","401",52542,0.175535761866697,0.117105482419597,0.4581,0.251810940578946,0.0795426160805973,0.103605228830729,0.0507063362104854,0.00235907968138547,0.00291415725347617,0.117014046216584,0.0608314345900864,60330
"Sabine County, Texas","403",9974,0.0484259073591337,0.194788075441087,0.5439,0.278818253758903,0.0720126615668689,0.10630440517014,0.0615932471643366,0.0147718280137167,0.00224215246636771,0.126708362288626,0.102239245727755,41308
"San Augustine County, Texas","405",7964,0.0763435459568056,0.250710410746577,0.4617,0.393485005170631,0.0387797311271975,0.0737676663219579,0.0391244398483282,0.00568769389865564,0.00206825232678387,0.19008525418377,0.113643871820284,43130
"San Jacinto County, Texas","407",27380,0.142841490138787,0.16997427416391,0.4485,0.298096374293272,0.0927433995539188,0.0869858395144976,0.0277504019918046,0.0132268271175891,0.0152497536179262,0.154904242937255,0.0772484826190914,46678
"San Patricio County, Texas","409",68600,0.585379008746356,0.15669578843112,0.462,0.260130098929394,0.0620680308984957,0.110064597732303,0.0454442788092334,0.00587252111848941,0.00447215069792655,0.184811827956989,0.0430841980822278,59532
"San Saba County, Texas","411",5775,0.307186147186147,0.1099609375,0.4329,0.291529709228824,0.0912768647281922,0.14007585335019,0.02275600505689,0.00379266750948167,0.00303413400758534,0.0918367346938776,0.0337381916329285,46927
"Schleicher County, Texas","413",2547,0.542991755005889,0.117000392618767,0.4007,0.263096623981374,0.019790454016298,0.124563445867288,0.0343422584400466,0.00873108265424913,0,0.0453001132502831,0.163891323400526,61094
"Scurry County, Texas","415",16985,0.416131881071534,0.132079247548529,0.4182,0.223890101892285,0.103620815138282,0.116903202328967,0.0263828238719068,0.0115538573508006,0.0027292576419214,0.0614431608906747,0.0291290416545296,53376
"Shackelford County, Texas","417",3145,0.119554848966614,0.10632830067459,0.466,0.188749418874942,0.0334728033472803,0.225941422594142,0.0822873082287308,0.00650860065086007,0.0134821013482101,0.0598896769109535,0.0720203951561504,54896
"Shelby County, Texas","419",24254,0.188092685742558,0.236369680851064,0.4656,0.298531087754844,0.0557173610231734,0.105293149297201,0.0307078637457262,0.00525516018741294,0.000633151829808788,0.177118453585075,0.0596727622714148,44504
"Sherman County, Texas","421",2357,0.452269834535426,0.11632916846187,0.5881,0.201138519924099,0.0208728652751423,0.150537634408602,0.0518659076533839,0,0,0.0160493827160494,0.0183566433566434,55667
"Smith County, Texas","423",231429,0.201249627315505,0.136343910798579,0.4646,0.195900026973507,0.0455260162762087,0.186709297965145,0.0633351096374366,0.018190669798225,0.0114670298221722,0.0954692357791514,0.048897888136978,62518
"Somervell County, Texas","425",9170,0.180479825517993,0.108135252761969,0.3964,0.25702312587304,0.0695328263231414,0.208908893372653,0.0401986652180661,0.0251435666614931,0.00760515287909359,0.0895568639603347,0.0539428571428571,89253
"Starr County, Texas","427",65568,0.963290019521718,0.32607091238968,0.5075,0.224559190501001,0.0400910412153454,0.0918364548770121,0.0266542353360573,0.00175501138015192,0.00249540680615351,0.390827463842142,0.12103042416167,33334
"Stephens County, Texas","429",9142,0.246116823452199,0.149547692660025,0.4869,0.264489273134806,0.079570925392251,0.141210374639769,0.0284982388728786,0.00528338136407301,0.0110470701248799,0.119940915805022,0.0652009097801365,46537
"Sterling County, Texas","431",1391,0.363767074047448,0.0448199853049229,0.4067,0.457142857142857,0.00869565217391304,0.116770186335404,0.022360248447205,0.0397515527950311,0.00869565217391304,0.110831234256927,0,55481
"Stonewall County, Texas","433",1358,0.253313696612666,0.0718608169440242,0.4059,0.359649122807018,0.0238095238095238,0.105263157894737,0.0413533834586466,0,0,0.133474576271186,0.0210526315789474,62273
"Sutton County, Texas","435",3417,0.702077846063799,0.121542083578576,0.3968,0.313286713286713,0.027039627039627,0.120745920745921,0.0675990675990676,0.00326340326340326,0,0.0818505338078292,0.0408163265306122,61538
"Swisher County, Texas","437",7055,0.451594613749114,0.24910477969796,0.4513,0.288855356757922,0.0530286699719767,0.131278292735503,0.0280232808794999,0.00258676438887691,0.00129338219443846,0.102543399273314,0.0621387283236994,39685
"Tarrant County, Texas","439",2091953,0.295051083843662,0.112727024476593,0.4543,0.197495736009023,0.0392747539805293,0.222547286304811,0.0852100215111569,0.0157765809809295,0.0104013906142449,0.101361982362896,0.0505081926624725,73545
"Taylor County, Texas","441",141739,0.253042564149599,0.140229749544996,0.4505,0.234509957678425,0.0609684375612625,0.173945131865724,0.0771936298534313,0.0181048698640405,0.00937532433086938,0.125215792238985,0.0275426202709014,57811
"Terrell County, Texas","443",979,0.541368743615935,0.0510725229826353,0.3562,0.232098765432099,0.0407407407407407,0.161728395061728,0.0382716049382716,0,0.00617283950617284,0.0117370892018779,0,47012
"Terry County, Texas","445",11937,0.561866465611125,0.222710163111669,0.4509,0.234743694060212,0.0831299159208028,0.0781122864117168,0.021697857336588,0.0141036072687822,0.00339029020884188,0.182998530132288,0.0795066413662239,47734
"Throckmorton County, Texas","447",1426,0.132538569424965,0.180224403927069,0.4968,0.279601990049751,0.0706467661691542,0.166169154228856,0.0527363184079602,0.00995024875621891,0.00298507462686567,0.105177993527508,0.0593792172739541,47500
"Titus County, Texas","449",31327,0.444057841478597,0.169437999484403,0.4198,0.307603927303113,0.0654376436181324,0.125600584917485,0.0369229162314602,0.00464800501357844,0.00198454146647169,0.164257555847569,0.0499790297777156,53818
"Tom Green County, Texas","451",119048,0.411800282239097,0.11810270801427,0.4505,0.233028387451412,0.06206237648383,0.170468674336121,0.0623895716361066,0.0099729082413915,0.0081406153886424,0.0871602624179944,0.0374179879715692,62052
"Travis County, Texas","453",1267795,0.336331189190681,0.112275572028679,0.477,0.130414563602337,0.0268315091022515,0.330444053762831,0.14014064538082,0.0329892814608972,0.023418590143481,0.0633611226170543,0.0429993181912187,85043
"Trinity County, Texas","455",13695,0.111062431544359,0.167505551443375,0.4612,0.320377623782264,0.0699005724615848,0.0976197649894547,0.0306317163804359,0.00532288842020689,0,0.146623575438,0.0840450310559006,45392
"Tyler County, Texas","457",20032,0.0831669329073482,0.19054312380524,0.4366,0.297625698324022,0.096159217877095,0.10677374301676,0.0358240223463687,0.00174581005586592,0.0032122905027933,0.153716475095785,0.161989100817439,49130
"Upshur County, Texas","459",40781,0.0900174100684142,0.15460256760448,0.4536,0.263880425821714,0.0749489229004624,0.126850424746407,0.0388902828058353,0.00476719595684433,0.00225814545324205,0.129939626783754,0.0478607686729514,55046
"Upton County, Texas","461",3340,0.562574850299401,0.16859756097561,0.4197,0.304132973944295,0.0606469002695418,0.078167115902965,0.041329739442947,0,0,0.0654008438818565,0.051930758988016,58333
"Uvalde County, Texas","463",24918,0.722730556224416,0.192405582922824,0.4861,0.23478883321403,0.0604542200819939,0.140365718747966,0.0333181492809267,0.00416476866011583,0.00637730201080237,0.214320038443056,0.0504746257758306,51602
"Val Verde County, Texas","465",47767,0.82571649883811,0.171159176724796,0.4351,0.192327702819881,0.0646873157365336,0.119246644237106,0.0576809684020672,0.0129027782595123,0.00582706114945718,0.183884553449771,0.0438028870084619,51949
"Van Zandt County, Texas","467",58782,0.118420604947093,0.121108462043468,0.458,0.264476546650045,0.0579061866001809,0.126127447385789,0.0429224413971792,0.00383759868983892,0.00393537190486666,0.112940536127364,0.0369069912609238,61121
"Victoria County, Texas","469",91280,0.480148992112182,0.161901677425119,0.4437,0.252035789685332,0.0540531483529372,0.13595388894474,0.0391407794644952,0.0106397238698435,0.00780804932810563,0.137964288845378,0.0461545460749301,60598
"Walker County, Texas","471",76506,0.183266671895015,0.206143976720347,0.469,0.265663304263955,0.124020415544749,0.134670256801833,0.0467588313306273,0.00797733392275851,0.0112124743800989,0.0843145500420521,0.0460020073603212,44104
"Waller County, Texas","473",55505,0.311395369786506,0.124165424883401,0.4507,0.271678523360892,0.0345446388515029,0.170480035890534,0.067487021726591,0.0104467089662244,0.00371723386528232,0.0879902811523776,0.0455608820709492,65379
"Ward County, Texas","475",11375,0.552,0.137423530454828,0.504,0.305770040713183,0.0464691843324442,0.0864804155552436,0.0174083953390425,0.00238663484486874,0.00252702512986101,0.140497790183764,0.0574374079528719,66216
"Washington County, Texas","477",35561,0.167880543291808,0.0977251071939019,0.4833,0.287443776535374,0.033418807011644,0.183866492916894,0.058178149564925,0.0222792046744294,0.0162680230358569,0.0732777218466849,0.0481295886260343,65913
"Webb County, Texas","479",266963,0.954791487959006,0.229081244391945,0.4587,0.199526323184072,0.0366296690283604,0.137379657320247,0.0436946791642414,0.00988833805003044,0.00333179455271662,0.244006456099833,0.0578013818706817,54618
"Wharton County, Texas","481",41602,0.426133358973126,0.145186487014255,0.4732,0.238116558465786,0.0533542272964704,0.129691814043728,0.0442504290724573,0.00615625699574659,0.00611894634728752,0.158695217130278,0.0600272851296044,53963
"Wheeler County, Texas","483",5091,0.255745433117266,0.174120453190221,0.4394,0.260205580029369,0.0787077826725404,0.143906020558003,0.0261380323054332,0.000587371512481645,0.00381791483113069,0.157105943152455,0.0384158415841584,52138
"Wichita County, Texas","485",129419,0.200171535864131,0.165508354452128,0.4552,0.250714690662582,0.077922391228303,0.150947492853093,0.0611075594369323,0.00954127112408477,0.00909496640652329,0.130093620907977,0.0468132536224541,53272
"Wilbarger County, Texas","487",12887,0.302552960347637,0.181399110392236,0.411,0.24315343187808,0.0883465108284634,0.115159848745273,0.0238340781482755,0.0087086054772545,0.00550017188037126,0.174007849978195,0.0868187579214195,45262
"Willacy County, Texas","489",20423,0.882436468687264,0.259733472694016,0.4776,0.307840418977203,0.0714725816389402,0.0639248305606901,0.0253388786198398,0.00454405422057917,0.00215650030807147,0.273454951600894,0.0793578503928043,39401
"Williamson County, Texas","491",591759,0.249677655937637,0.0629795886393902,0.3987,0.156600876693757,0.0302213993206003,0.291355232971375,0.123311302165934,0.0178829338129096,0.0154774642151618,0.0517402883644044,0.0452418532104971,94705
"Wilson County, Texas","493",49374,0.404747437922793,0.0980480603625031,0.4418,0.273602336392895,0.0546847061628323,0.17177255930385,0.0564727619501728,0.00604958874716891,0.00584098223864585,0.0870847837630539,0.0388926344176639,84042
"Winkler County, Texas","495",7629,0.622099882029099,0.121533766750697,0.3823,0.227429805615551,0.0747300215982721,0.083585313174946,0.0123110151187905,0.00302375809935205,0.00259179265658747,0.0848329048843188,0.0215304044224614,67904
"Wise County, Texas","497",67877,0.200436082914684,0.099883037428023,0.415,0.280076133802971,0.0586099017698921,0.133890481086876,0.0376512284232864,0.00651950381762891,0.00901354219081581,0.0926430517711172,0.046190918592498,75482
"Wood County, Texas","499",44615,0.105121595875827,0.136020854669025,0.4608,0.255090042700662,0.0666501639952967,0.125812240856489,0.0533758277121109,0.0170493223590569,0.00807599480165852,0.111521838034577,0.0457545586754671,58418
"Yoakum County, Texas","501",7707,0.677955105748021,0.112884390813546,0.4079,0.224259219782562,0.0720528671924963,0.0952888509912599,0.00660839906203368,0.00575570240886805,0,0.10365398956003,0.0357350377687391,73102
"Young County, Texas","503",17894,0.193863864982676,0.141802487364416,0.4596,0.257646490663232,0.0573889246619446,0.180135222150676,0.0625402446877012,0.0124758531873793,0.00160978750804894,0.133891213389121,0.0327603388141505,52074
"Zapata County, Texas","505",13945,0.948153460021513,0.351573779959573,0.5539,0.292169056986927,0.0343952278207894,0.104835639040487,0.0102804924482802,0.00406142911536997,0,0.284054669703872,0.0831768681937664,34406
"Zavala County, Texas","507",9900,0.939494949494949,0.297319335439812,0.3776,0.215196328403876,0.0982491925888152,0.0895801461839198,0.0547339792622812,0.00203977562468129,0.00135985041645419,0.307896287566293,0.0366589327146172,44573
